('mihr', ['gâlib', 'ver', 'gül', 'çeşm', 'dil', 'aşk', 'cân', 'gel', 'zülf', 'leb'])
('görel', ['haste', 'ebr', 'edeb', 'teşrîf', 'nişân', 'nizâm', 'kasd', 'hümâ', 'rütbe', 'gülzâr'])
('emel', ['deme', 'söylen', 'rütbe', 'tâze', 'kâr', 'çık', 'siyâh', 'geh', 'tâb', 'hurşîd'])
('ele', ['tamîr', 'nusret', 'hâhş', 'vakt', 'çâh', 'hayrân', 'sayd', 'celâl', 'ferâi', 'âferîn'])
('taklîd', ['iştibâh', 'oyma', 'kaldır', 'sâdât', 'kâm-kâr', 'namâz', 'ezberle', 'süâl', 'âftâb-âsâ', 'yazar'])
('katı', ['pinhân', 'asker', 'almadan', 'neyleyim', 'edâ', 'sal', 'tâb', 'hudâ', 'hakkâ', 'sevâd'])
('pâre', ['reng', 'nâz', 'âftâb', 'kadr', 'hâb', 'şâh', 'hasret', 'söz', 'visâl', 'tavr'])
('tal’at', ['\x17erîf', 'reh', 'câdû', 'hâs', 'mevc-âver', 'gazel-', 'tamâm', 'dilin', 'mansûr', 'leşker'])
('gizle', ['heb', 'teshîr', 'celâl', 'dûr', 'kudret', 'cûy', 'matbah', 'mahal', 'hîrîn', 'cânib'])
('aksi', ['takrîr', 'heb', 'cûy', 'kudret', 'firdevs', 'tebessüm', 'âsâr', 'beyân', 'hakk', 'şarâb'])
('sünbüle', ['nâm', 'al', 'seyr', 'nûş', 'hudâ', 'efend', 'rûz', 'ver', 'kal', 'gamze'])
('muhayyer', ['biziz', 'şeyh', 'oldugun', 'f', 'cefâ', 'mehd', 'nevâ-yı', 'dâir', 'meclis', 'mihnet'])
('cûybâr', ['cem’', 'çâr', 'firâvân', 'semt', 'küşâd', 'şefkat', 'ser-menzil', 'kâgıd', 'şi’r', 'hamûş'])
('şek', ['mihrâb', 'eyâ', 'ata', 'gûl', 'eylesek', 'târîh-', 'müşg', 'güz', 'veyâ', 'inşâd'])
('isrâf', ['muammer', 'olsak', 'na’t', 'cân-fezâ', 'morevî', 'gerdş', 'hemîm', 'semmûr', 'tanzîr', 'bâzû'])
('çekel', ['dîvânî', 'evreng', 'efser', 'merdân', 'cibrîl', 'dizş', 'hep', 'manâda', 'adem', 'hidiv'])
('derece', ['mihrâb', 'medh', 'söylen', 'garîb', 'evliyâ', 'als', 'dûş', 'efgân', 'şeyh', 'eier'])
('mei', ['âdem', 'zer', 'hum', 'nâb', 'sîne', 'koy', 'dök', 'hayâ', 'vasf', 'yan'])
('yolla', ['tânzîm', 'akd', 'âk', 'penâhı', 'harâbâtın', 'neş’ede', 'firîb', 'itâat', 'dükenmez', 'sahba'])
('bekle', ['çerâgânı', 'pür-hûn', 'harb', 'sevdâ', 'sabr', 'bîdâd', 'alır', 'neşr', 'matla', 'hâbâb'])
('rüzgâr', ['taleb', 'kâfi', 'ızhâr', 'târîhd', 'gazel', 'manevî', 'feryâd', 'nergis', 'selîm’in', 'edeb'])
('yüksek', ['vârûn', 'rü’yâda', 'nazar', 'hâk-', 'degin', '-gûn', 'mengûş', 'şâhenşeh', 'mâder', 'sanekallâh'])
('üstün', ['iste', 'tâze', 'geç', 'ruh', 'hümâ', 'cân', 'mahabbet', 'sefîd', 'çeşm', 'arz'])
('bahs', ['naza', 'and', 'nigâh', 'erbâb', 'hûn', 'derd', 'bili', 'âh', 'gün', 'sûret'])
('kâil', ['medh', 'mihnet', 'sihr', 'revân', 'ârâm', 'tahmîs-', 'hümâyûn', 'râz', 'almış', 'çâh'])
('kaşı', ['ceng', 'müje', 'pür-nûr', 'teng', 'emr', 'himem', 'rişte', 'ferş', '-', 'dildâr'])
('yümn', ['niçe', 'kat', 'bâb', 'teşrîf', 'eyleş', 'hevâ', 'reşk', 'kemân', 'mihrâb', 'teng'])
('kula', ['kesb', 'serd', 'havf', 'resâ', 'safâya', 'rengîn', 'muhammedle', 'heybet', 'davâ', 'rindân'])
('sirişt', ['rumûzât', 'yeridir', 'yâraşır', 'ehemm', 'maksad', 'nâ-gâh', 'hafz', 'neml', 'mevlevî-hâne', 'etmekde'])
('hulyâ', ['iştihâr', 'şehd', 'şeker-rîz', 'sa’y', 'havâ', 'icrâ', 'ahşa', 'çâr', 'nev-bâhârımız', 'oldukca'])
('uymaz', ['vals', 'zişt', 'zalâm', 'merdûm', 'hırâm', 'îmâ', 'bil-cümle', 'cânib', 'vecd', 'hayretle'])
('taya', ['makâmâtı', 'bî-amân', 'demle', 'gördükçe', 'beyzâ', 'gama', 'âyine', 'ıtr', 'mezheb', 'ko'])
('şark', ['gülâb', 'mâr', 'bâga', 'zerd', 'mansûr’a', 'gavgâ', 'giy', 'mertebe', 'etmese', 'âteşîn'])
('yâdgâr', ['kâye-', 'âhû-yı', 'hemsden', 'vâlâ-yı', 'yoiise', 'tevfîka', 'boş', 'kabûl', 'meh-veş', 'kebîr'])
('hâkister', ['mis', 'pür-nûr', 'heh', 'nokta', 'târîhini', 'hemîşe', 'halk', 'nergis', 'kudd', 'gonce'])
('fürûzân', ['ferdâyı', 'günle', 'öldür', 'tadâd', 'muttasıl', 'terennüm-rîz', 'keyfi', 'gördükçe', 'kevâkib', 'eshâb'])
('kanı', ['bülbül', 'şâhid', 'rütbe', 'hak', 'anı', 'çek', 'safha', 'kan', 'kadr', 'per'])
('boya', ['hüner', 'dâne', 'anla', 'suhan', 'cism', 'temâşâ', 'söz', 'seyr', 'sahn', 'vahdet'])
('evrâk', ['muharrem', 'milk', 'savâb', 'perî', 'şem', 'yazâr', 'reşk-âver', 'işret', 'keder', 'muhammed'])
('acı', ['humâr', 'gir', 'vakt', 'hecr', 'vuslat', 'tîi', 'dûr', 'havf', 'tavr', 'ş'])
('maraz', ['seninçündür', 'tarz', 'jâle', 'rumûz', 'encüm', 'heh', 'îsi', 'âhû-yı', 'mahv', 'edi'])
('mizâc', ['intisâb', 'fark', 'çerâ', 'mansûr', 'nâ-bûd', 'üftâde', 'azîzim', 'muntazır', 'ceng', 'arş'])
('ihtimâlât', ['suâl', 'rey', 'lâne', 'ahbâb', 'matbah', 'handân', 'celâl', 'bâm', 'şâd', 'kâgıd'])
('tahrîk', ['siper', 'ber-dûş', 'sâr', 'fevc', 'kerem-mu’tâdım', 'kârd', 'oyna', 'eyleyemem', 'mîrden', 'îcâd'])
('bast', ['pinhânı', 'nefh', 'etdikçe', '\x17âh', 'râygân', 'nükte', 'ta’dâd', 'kettân', 'olâlar', 'mihnet'])
('sus', ['eyyûb', 'kevser', 'imişsin', 'hem’i', 'sutûr', 'akar', 'fırsat', 'geşt', 'duhter', 'hudâvend'])
('teemmül', ['bai', 'giysû-yı', 'gök', 'osmân', 'edeş', 'deycûr', 'kûçe', 'gide', 'günâh', 'fürkat'])
('duy', ['ihyâ', 'muhammedsin', 'sedd', 'edince', 'deme', 'monlâya', 'sî', 'iç', 'âgûş', 'tanzîm'])
('rivâyet', ['akîde', 'fitneyi', 'inan', 'hır', 'peymâ', 'mütelezziz', '“', 'tenhâ', 'ermeden', 'boya'])
('hikâyet', ['manevî', 'müjde', 'keşmîr', 'sîm', 'ayni', 'firâk', 'ta’mîr', 'atâ', 'ahd', 'sünbüle'])
('aya', ['giysû-yı', 'güneş', 'pây', 'efser', 'nücûm', 'olmaya', 'zer', 'ahşa', 'cemi', 'ihyâ'])
('basar', ['râhmet', 'cevâb', 'gider', 'gehî', 'derle', 'güft', 'âyine', 'iç', 'gece', 'cüdâ'])
('doldur', ['lerze', 'haber', 'bahâ', 'şeref', 'zûr', 'râhmet', 'vefk', 'alî', 'reg', 'ko'])
('bahâ', ['sarf', 'haber', 'bugün', 'mahâbbet', 'matlab', 'dök', 'gülgûn', 'hisâb', 'kurbân', 'hayr'])
('gınâ', ['rind', 'kâm-yâb', 'gûne', 'gülle', 'beyhân', 'işrâk', 'alî', 'ceyb', 'cünûna', 'münevver'])
('ihtiyâc', ['bâlîn', 'dâgdır', 'dayan', 'imdâd', 'rebâb', 'zeber', 'zîbâ', 'imes', 'zeng', 'redd'])
('mürüvvet', ['selîme', 'dervîş', 'zen', 'ervâh', 'deme', 'kâsesidir', 'kâfile', 'tahmîs-', 'peri', 'zerd'])
('leylî', ['hidmet', 'almış', 'yanî', 'murâd', 'gûş', 'yana', 'penbe', 'seng', 'sıdk', 'ter'])
('dolmuş', ['deme', 'merâm', 'taleb', 'âyine', 'vîrâne', 'manevî', 'eş’âr', 'sahn', 'hep', 'zuhûr'])
('cevvâl', ['kâgıd', 'girdâb', 'âheng', 'vasf', 'beyt', 'gülzâr', 'kayd', 'midi', 'allâh', 'târ'])
('mehveş', ['iltifât', 'ziver', 'namâz', 'hidiv', 'dü-cihân', 'ele', 'sîmâb', 'neş’e-dâr', 'pül', 'ikdâm'])
('koma', ['âlî', 'garaz', 'sat', 'hey', 'nâle', 'bulun', 'nevâ-yı', 'nakl', 'derle', 'mînâ-yı'])
('kar', ['rengârenk', 'ser-çeşme', 'gâlib’e', 'alup', 'sürme', 'muhâl', 'derece', 'makâm', 'istân', 'meslûl'])
('nâdim', ['mestî', 'eyleyeli', 'tavsîf', 'adı', 'müşgîninden', 'perestş', 'suhan-gû', 'gelû', 'ibtidâ', 'oldukca'])
('haddâd', ['makâm', 'kâinât', 'bed’', 'bî', 'kevser', 'seylâb', 'eyleyen', 'beyhân', 'ceng', 'tamîr'])
('zahmet', ['tûr', 'râb', 'ayâ', 'hâyeste', 'şekvâ', 'rehin', 'naime', 'tarz', 'giriftâr', 'keştî'])
('hâlî', ['müşkil', 'bîgâne', 'tanbûr', 'mısrâ', 'göz', 'şevk', 'zehr', 'çü', 'hems', 'encâm'])
('selâmet', ['sürh', 'giy', 'şâm', 'mestâne', 'elim', 'şirişk', 'gülistân', 'zann', 'dîvân', 'etmem'])
('beli', ['kaddesallâhu', 'meh-rû', 'kadd', 'etmişler', 'fend', 'süllem', 'seyâhat', 'ber-âb', 'r-', 'sûziş'])
('deyr', ['felâtûn', 'âşıkân', 'unsur', 'ebrûya', 'şâyân', 'hârih', 'revnak', 'fark', 'haste', 'men'])
('televvün', ['fesâdât', 'pûhte', 'celîdir', 'nedâmet', 'simât', 'olduiundan', 'eşheb-veş', 'garrâ', 'peygûle', 'kâmyâb'])
('ecel', ['nergis', 'etmek', 'ferş', 'mevlâ', 'makâm', 'zümre', 'gûş', 'pertev', 'hemîşe', 'bahş'])
('bölük', ['pîçîde', 'rıza', 'hücûm', 'isyân', 'külhan', 'içim', 'şek', 'pür-cûş', 'meserret', 'kışlâlar'])
('dai', ['na’t', 'dâver', 'âlî', 'kevser', 'doiru', 'adli', 'degildir', 'feryâd', 'deşt', 'heh'])
('kuru', ['nişân', 'olduiu', 'nâle', 'gûyiyâ', 'şeh', 'safha', 'lâl', 'hız', 'cevr', 'mânend'])
('yolun', ['koma', 'minel-aşk', 'ten', 'âdâb', 'râm', 'eyleyemem', 'katl', 'dilin', 'tîgden', 'fehm'])
('derbeder', ['dûş', 'sülûk', 'gelz', 'çeşme', 'nefy', 'mahsûs', 'hecr', 'esîr', 'sûz', 'yeter'])
('nân', ['merg', 'yakîn', 'kavl', 'herîf', 'açıp', 'kerîm', 'pey-ender-pey', 'çerâ', 'nâlân', 'monlâ-yı'])
('par', ['eylek', 'tasvîr', 'yye', 'iç', 'âheng', 'tevfîk', 'etmege', 'sâf', 'sev', 'bez'])
('ejder', ['nigeh', 'rûy', 'cevr', 'hicrân', 'gün', 'meh', 'rûz', 'bil', 're’y', 'yâd'])
('ind', ['harf', 'tol', 'gece', 'ayn', 'sâgar', 'hazret-', 'sabâh', 'tebessüm', 'nâm', 'vâlâ'])
('ibrâm', ['pervânegân', 'kalmâmış', 'sarây', 'ken’ân', 'benefşe', 'acem', 'ef’î', 'harc', 'hamdülillâh', 'kakül'])
('yeksân', ['\x17âh', 'bünyâd', 'havâs', 'etmedi', 'ceres', 'târîhin', 'mütelezziz', 'zîver', 'hırâm', 'mısr'])
('nezâket', ['cedîd', 'nâ-bûd', 'çeşme', 'nahl', 'nevâ-yı', 'fikri', 'egerçi', 'kef', 'kânûn', 'âsümân'])
('kâide', ['tâbân', 'mihnet', 'dünyâya', 'f', 'nusret', 'tanzîm', 'seyl', 'şeh', 'teşrîf', 'târîhd'])
('meveddet', ['idrâk', 'yezdânî', 'etdigi', 'harâc', 'başla', 'yerin', 'velî', 'meydân', 'hazret-', 'ebrûya'])
('şükûfe', ['tedbîr', 'yezdânî', 'germ', 'mevlevîleriz', '………', 'heybet', 'kesret', 'davâ', 'kıyâm', 'zîb'])
('güzelim', ['işve', 'atlas', 'tarîk', 'eyleyemem', 'kebâb', 'gir', 'heybet', 'kilk', 'etdikçe', 'desem'])
('pesendîde', ['taht', 'yak', 'sâf', 'sal', 'vakt', 'dâm', 'rişte', 'elfâz', 'cünûn', 'zencîr'])
('nâdî', ['cild', 'şîşe', 'pinhân', 'isti’dâdım', 'münevver', 'gelz', 'bîzâr', 'hûş', 'cânib', 'medd'])
('billûr', ['asker', 'hikmet', 'almadan', 'müceddeden', 'nakd', 'tîi', 'cümle', 'akl', 'ten', 'mahşer'])
('lebâleb', ['fâide', 'cellâd', 'bâng', 'etmekde', 'ten', 'hudâvend', 'mahz', 'begim', 'alî', 'unvân'])
('lü’lü', ['cam', 'peyrev', 'ankâ', 'güftâr', 'dâldır', 'sâil', 'cürm', 'handân', 'ilticâ', 'besle'])
('neyzen', ['mâ', 'hakk', 'eyleş', 'nokta', 'îd', 'hân', 'hüner', 'dehr', 'latîf', 'cûd'])
('imâl', ['efser', 'bûbekr', 'peyvestedir', 'jengâr', 'mestî', 'gûl', 'kevn', 'hayli', 'ebûbek', 'çi'])
('ihtimâl', ['mahsûs', 'olâlar', 'yol', 'dildâr', 'beyhân', 'dede', 'yeter', 'çâk', 'şemşîr', 'dîdâr'])
('ifrât', ['kebâb', 'ârâm', 'çenâr', 'süleymân', 'kusûr', 'muhammedle', 'eyleyemem', 'mürşid', 'emân', 'şehbâl'])
('hafâ', ['ahd', 'âyet', 'selsebîl', 'ebyât', 'şîve', 'ye’s', 'heyh', 'ana', 'baş', 'sedd'])
('çal', ['nahl', 'sezâ', 'dilim', 'hümâ-yı', 'etdim', 'tevfîk', 'kalb', 'h', 'cism', 'kemâl'])
('çûb', ['âfitâb', 'fehm', 'muzaffer', 'garaz', 'haste', 'bâlâya', 'kap', 'pey-ender-pey', 'desem', 'ahz'])
('şecere', ['kimseye', 'nehâr', 'âyînede', 'enmûzec', 'hafî', 'belkîs', 'azîz', 'bârû-yı', 'düz', 'avn'])
('gurbet', ['ter', 'çeker', 'cünûn', 'ol', 'gâyet', 'koy', 'şemşîr', 'âfâk', 'dey', 'çemen'])
('tûtî', ['pâyân', 'elfâz', 'sanı', 'habâb', 'dey', 'neş’e', 'cevr', 'harîm', 'nâb', 'tanzîm'])
('cebîn', ['âşikâr', 'yaraş', 'bahş', 'çâr', 'hâmûş', 'mestûr', 'bâb', 'nokta', 'zerre', 'burc'])
('mak', ['bedel', 'imişsin', 'kâm-yâb', 'ceng', 'zebân', 'bai', 'ejder', 'recâ', 'çerâgân', 'gehî'])
('rü’yet', ['gerdş', 'girân', 'kusûr', 'celî', 'ebrû-yı', 'nâza', 'sâh', 'abes', 'neşv', 'şîşe'])
('vârûn', ['çeker', 'dem', 'haste', 'sîne-çâk', 'kâfi', 'nesîm', 'uyu', 'şîr', 'ızhâr', 'lâzım'])
('la’l', ['cân', 'ban', 'ver', 'cihân', 'dil', 'kal', 'çeşm', 'gör', 'aşk', 'hüsnü'])
('mâr', ['terk', 'midi', 'vahdet', 'târîh-', 'değeriş', 'anla', 'galat', 'kelâm', 'efzûn', 'seng'])
('revgan', ['celâl', 'mahsûs', 'nihâl', 'eyleyen', 'maksûd', 'ervâh', 'ezel', 'harîm', 'hâr', 'envâr'])
('mezheb', ['sadâ', 'şâyân', 'rebâb', 'hayr', 'karz', 'hilâl', 'berceste', 'hisâb', 'selâm', 'fark'])
('hala', ['ayân', 'hasâret', 'şûr', 'tabl', 'bula', 'asl', 'kâhramân', 'sâhib', 'cevlân', 'sirruhû'])
('mekteb', ['seng', 'h', 'gülistân', 'semâ', 'lâl', 'sünbül', 'âdem', 'yâkût', 'nutk', 'hâtır'])
('tâir', ['manâ-yı', 'emr', 'âş', 'etsem', 'hâme', 'zann', 'neyleyim', 'şâm', 'devri', 'gülzâr'])
('diri', ['mecrâ', 'feri', 'halîl', 'müzerkeş', 'âteş-zen', 'dü-cihân', 'etdikleri', 'hırâm', 'münîr', 'hudâyı'])
('bütûn', ['tesbîh', 'müjgânı', 'gûşe', 'ârâyiş', 'rükn', 'vals', 'nisâ', 'haclet', '\x17âr', 'mevlâ-yı'])
('hırka', ['sîrâb', 'gider', 'sûr', 'leşker', 'mevlânâdır', 'ayân', 'behişt', 'zühd', 'pür', 'yek'])
('tecrîd', ['havâs', 'rindân', 'vâdi', 'vech', 'penbe', 'n\x17â', 'als', 'olası', 'gurûr', 'kâm-yâb'])
('kabâ', ['âşiyân', 'işret', 'bugün', 'ârız', 'murâd', 'deryâ', 'yâhûd', '-', 'mesrûr', 'vasl'])
('kâfile', ['söylen', 'yak', 'nâzı', 'sadef', 'âşûb', 'deme', 'maksûd', 'dûzah', 'hümâ-yı', 'n\x17â'])
('yara', ['tâlib', 'kâye-', 'gâr', 'hıdmet', 'arak', '\x17er', 'hasîr', 'oluncaya', 'mestân', 'fikretde'])
('âsâyiş', ['sâhip-kırân', 'kattâl', 'lâyıkdır', 'şefâat', 'dürc', 'sikle', 'sirâyet', 'tafsîl', 'peykân', 'ifnâ-yı'])
('alan', ['cem’', 'agyâr', 'cilve-gâh', 'döner', 'neşât', 'külâhîler', 'hâs', 'muhammed', 'vâkıf', 'encüm'])
('maâş', ['yürek', 'maksad', 'tûde', 'birer', 'huy', 'riyâzet', 'be\x17', 'ebed', 'hâbâb', 'hutbe'])
('kâtil', ['tekrâr', 'taht', 'ana', 'zerre', 'çemen', 'hayret', 'vücûd', 'ârız', 'ebr', 'uşşâk'])
('gama', ['irfân', 'kemâl', 'medd', 'ankâ', 'nol', 'değeri', 'kadr', 'mir’ât', 'bâ', 'mesîh'])
('intihâb', ['yye', 'iftihâr', 'tecellî', 'şîve', 'hezârân', 'keşf', 'es’edâ', 'etmek', 'müceddeden', 'yerin'])
('tutar', ['hisâb', 'efsâne', 'kalbimdir', 'edâ', 'mâr', 'tecellî', 'etmede', 'rişte', 'târîk', 'kays'])
('ref’', ['kevkeb', 'deryâ', 'seylâb', 'celâl', 'medd', 'idrâk', 'tâli’', 'müstaid', 'sedd', 'emel'])
('arak', ['geçe', 'cellâd', 'âvâz', 'hem-çü', 'kâh', 'sâhil', 'eylem', 'çü', 'nûş', 'taht'])
('hedef', ['otur', 'asâ', 'temevvüc', 'perestş', 'cstemez', 'kom', 'yâdgâr', 'siper', 'vâlâ-yı', 'şâd-kâm'])
('muhtelif', ['âhar-', 'hûnâbe', 'kaş', 'esâs', 'şitâb', 'olâlı', 'davî', 'yyeden', 'sâdât', 'me’lûf'])
('tarf', ['lâyık', 'nahl', 'kulzüm', 'sitem', 'merd', 'bahâr', 'dîde', 'deiil', 'vasl', 'pervâne'])
('telef', ['ân-be-ân', 'eyyûb', 'peren', 'harbe', 'âşinâdır', 'zamândan', 'münşî', 'sad-pâre', 'bî-harârâtihî', 'pâkî'])
('bizle', ['semmûr', 'tâb’a', 'kuds', 'bütândır', 'neyzen', 'harâbat', 'tâb’ıma', 'lâ-cerem', 'inşâd', 'kerem-mu’tâdım'])
('sîneçâk', ['hazretleri', 'bî-pervâ', 'tegâfüldür', 'dai', 'teh', 'ayb', 'surh', 'etmezem', 'ferdâyı', 'öp'])
('rumûz', ['dolaş', 'tâbân', 'me’men', 'meryem', 'câvidân', 'ravza', 'tîre', 'destûr', 'emîr', 'tâlib'])
('gelû', ['tahrîr', 'heybet', 'ez-cümle', 'gider', 'çerâgân', 'yohsa', 'iç', 'imdâd', 'ş', 'çâr'])
('sudan', ['hecr', 'sebeb', 'eriş', 'gez', 'cefâ', 'havz', 'nol', 'deiil', 'şi’r', 'zâhir'])
('parla', ['tehî', 'ulûm', 'mütelezziz', 'inâyet', 'tabl', 'taş', 'hurşîd-veş', 'menzil', 'görz', 'zevk'])
('bahar', ['ziyân', 'mi’râc', 'hikmet', 'galat', 'mansûruna', 'esîr', 'tohm', 'itirâz', 'bilirem', 'ârzû'])
('tezerv', ['üstün', 'hayf', 'siyâh', 'olduium', 'uşşâk', 'bîmâr', 'girye', 'devrân', 'zîb', 'kâm'])
('lal', ['îd', 'ezel', 'etsem', 'eyleyen', 'envâr', 'sîrâb', 'şeref', 'ârif', 'yûsuf', 'nakl'])
('ibtihâc', ['peyâm', 'vahşet', 'dîvâr', 'mecbûr', 'meslûl', 'recâ', 'âhir', 'akl', 'târem', 'ceng'])
('ıkd', ['sünbüle', 'harâc', 'pâre', 'zerd', 'şâyeste', 'duâ', 'ibâret', 'dimâg', 'nev-bâhârımız', 'günâh'])
('bit', ['baht', 'olduium', 'saf', 'heb', 'köhne', 'kâkül', 'fazl', 'hems', 'derd', 'seng'])
('harâc', ['belâ', 'gonca', 'bula', 'kûh', 'hâhş', 'niyâz', 'pervâne', 'perde', 'h', 'bedel'])
('târümâr', ['azgın', 'bed-kîş', 'urcûn', 'kefçe', 'mahfûza', 'semâ’', 'yâsemen', 'abdurrahmân', 'cihân-ârâ', 'rahm'])
('dendân', ['çîn', 'sâl', 'dîvâr', 'târ', 'rûy', 'çü', 'zevk', 'hançer', 'fikr', 'dü'])
('tarh', ['tamâm', 'devr', 'hân', 'perde', 'gehî', 'behişt', 'revân', 'terk', 'selîm', 'gonce'])
('gazab', ['almış', 'sûz', 'elmâs', 'bülend', 'inkâr', 'rûy', 'ebr', 'mevlevî', 'semâ', 'karz'])
('akreb', ['fânûs', 'mesned', 'acz', 'hâmûş', 'kûşe', 'teşne', 'deme', 'humâr', 'şemşîr', 'mısr'])
('müretteb', ['bî-bedel', 'midhat', 'şikâyet', 'sa’d', 'katı', 'sâh', 'hâzır', 'savm', 'heyh', 'kâbr'])
('hınâ', ['kâşif', 'şehrîyârısın', 'aizı', 'avân', 'lezîz', 'hâdî', 'âbdâr', 'nisâ', 'gez', 'meryem'])
('bûse', ['savâb', 'cşte', 'yakîn', 'riyâz', 'uzat', 'neşter', 'üstün', 'vakf', 'hâmeye', 'jengâr'])
('gözet', ['zehr', 'etsem', 'etmege', 'bırak', 'cism', 'yanî', 'hemîşe', 'safha', 'hikmet', 'kadr'])
('rasad', ['rîşe', 'şerif', 'hyes', 'ser-levha', 'hüdhüd', 'iam', 'vaktidir', 'açar', 'tutâr', 'pîş'])
('rıza', ['gürle', 'matlûb', 'şehr', 'hâlî', 'ceres', 'bölük', 'şeref', 'meygede', 'sâhil', 'unut'])
('demle', ['yıka', 'bîhûde', 'mecâz', 'tahkîk', 'zühhâd', 'galtân', 'zabt', 'kulkul', 'kıyâmet', 'nes'])
('tünd', ['çâre', 'destâr', 'vech', 'keşmîr', 'dikkat', 'merdân', 'sakf', 'sedd', 'seninçündür', 'reftâr'])
('yut', ['inâyet', 'peşîmân', 'cûyân', 'tezk', 'menem', 'ahterân', 'nazar', 'ejder', 'kûs', 'takdîm'])
('uyu', ['ihsân', 'zamân', 'olduium', 'vuslat', 'lâzım', 'çarh', 'bul', 'girdâb', 'cân', 'gül'])
('âkıl', ['nakd', 'girye', 'zerre', 'pâyân', 'garaz', 'sipihr', 'ham', 'asker', 'seng', 'kulzüm'])
('nâdân', ['bakı', 'alın', 'kâlıb', 'şû’le', 'oyna', 'rab', 'sâde', 'begim', 'selef', 'tâlib'])
('abes', ['şûh', 'çemen', 'şems', 'bend', 'dîvâr', 'dilim', 'ban', 'bülbül', 'kan', 'efendi'])
('güç', ['ârâm', 'sarf', 'selsebîl', 'tebessüm', 'eylez', 'zevk', 'cevher', 'hemân', 'perçem', 'hüner'])
('nisâb', ['kenz', 'vech', 'matla', 'hum', 'elfâz', 'nusret', 'endâm', 'âş', 'anla', 'hayrân'])
('kapan', ['mecâz', 'hâmil', 'güçlük', 'münakkaş', 'rab', 'tahayyül', 'üstün', 'oldugun', 'engüşt', 'kana'])
('vesme', ['zîb', 'otur', 'zann', 'sûd', 'latîf', 'nümâyân', 'zûr', 'libâs', 'vâkıf', 'ârzû'])
('bası', ['ser-â-ser', 'bîçâre', 'günde', 'râhmet', 'pür-şevk', 'atıl', 'imes', 'tekdîr', 'devâ', 'yem'])
('çengi', ['gendüm', 'nev-niyâzân', 'nefs', 'elzem', 'bî-şübhe', 'makâmâtı', 'lü’lü', 'hâyân', 'hıdmet', 'vukûf'])
('nîreng', ['güzîn', 'sebîl-', 'inâyet', 'gâm', 'kemter', 'kalmayalım', 'künbed', 'matlûb', 'deryûze', 'maiz'])
('nâfile', ['cslâm', 'âşıkân', 'sözde', 'unsur', 'oldugu', 'içer', 'ulüvv', 'çal', 'menzil', 'teeddüb'])
('ezberle', ['sâza', 'rutûbet', 'sehmü’l-gayb', 'işrâb', 'nev-bahârı', 'taklîd', 'kelef', 'dil-keş', 'şehlâ', 'nesak'])
('gendüm', ['fevvâre', 'evreng', 'masraf', 'çeleb', 'cskender', 'cezbe', 'ref’', 'mâ’mûre', 'târîhin', 'lerze'])
('mescid', ['belâ-yı', 'gezeriz', 'enver', 'râhmetullâh', 'bî-hûde', 'kâf', 'envâ', 'matla’', 'hâmil', 'olay'])
('ekber', ['dergâh', 'olamaz', 'nukûş', 'fevt', 'zemîn', 'sohbet', 'seher', 'heves', 'değeri', 'hâzret'])
('kemend', ['seyl', 'top', 'degildir', 'kes', 'belâ', 'yol', 'girdâb', 'münevver', 'hu’le', 'şeh'])
('tabu', ['âyât', 'belli', 'nühüft', 'nâim', 'mevlânâdan', 'makâl', 'kâr-gâh', '–i', 'düşk', 'hicâb'])
('dilbeste', ['olunca', 'nâzı', 'manâ-yı', 'imes', 'firâk', 'evc', 'niçe', 'ednâ', 'renc', 'azm'])
('pist', ['âzâd', 'yeti', 'gama', 'nâdiredân', 'sâil', 'tarîkat', 'harb', 'g', 'tâli’', 'kop'])
('sıhr', ['revgan', 'tuyduk', 'zincir', 'nihâl', 'za’f', 'miyân', 'milk', 'hâlî', 'râst', 'hu’le'])
('gîsû', ['mîh', 'efgân', 'büzürg', 'dehşet', 'yakîn', 'âhımdır', 'sem', 'sâlis', 'kıble', 'vahşet'])
('nevmîd', ['bendegân', 'cebîn', 'muhzır', 'süâl', 'selâmet', 'pây-mâl', 'matlâb', 'teşvîr', 'dile', 'çârüm'])
('âhû', ['değeriş', 'alır', 'harâb', 'hükm', 'cûd', 'odur', 'sâf', 'çâk', 'kasr', 'degildir'])
('telâtum', ['mairibde', '-ârâya', 'kem', 'elinden', 'şeş', 'pîş', 'sürûş', 'kasîde-', 'minnet', 'vel-hâsıl'])
('âlet', ['mînâ', 'bugün', 'vals', 'mâye', 'kudret', 'sadâ', 'semt', 'geçe', 'neler', 'yûsuf'])
('mütelezziz', ['mürşid', 'kâfi', 'tâk', '\x17erîf', 'tab’', 'alîdir', 'kilk', 'zevk', 'n\x17â', 'nes'])
('lüknet', ['rengârenk', 'günü', 'hevk', 'erince', 'atf', 'pür-âb', 'gâyet', 'libâs', 'gördüiü', 'fedâ'])
('lezîz', ['resûlellâh', 'gülgûn', 'ömer', 'sat', 'bugün', 'helâk', 'gülbün', 'teşrîf', 'îş', 'tîz'])
('telh', ['cünûn', 'mevlevî', 'gûş', 'uşşâk', 'küfr', 'söz', 'şem’', 'tut', 'safâ', 'git'])
('ölü', ['latîf', 'bâdâm', 'dâmân', 'davâ-yı', 'güzîn', 'kimdedir', 'hakk', 'dünyâyı', 'dehr', 'bâr'])
